Country,Year,Series,Value
Western Europe,2005,Total fertility rate (children per women),1.5834
Western Europe,2005,"Infant mortality for both sexes (per 1,000 live births)",4.2729
Western Europe,2005,Life expectancy at birth for both sexes (years),78.9878
Western Europe,2005,Life expectancy at birth for males (years),75.8296
Western Europe,2005,Life expectancy at birth for females (years),81.9972
Western Europe,2010,Population annual rate of increase (percent),0.248
Western Europe,2010,Total fertility rate (children per women),1.6385
Western Europe,2010,"Infant mortality for both sexes (per 1,000 live births)",3.7621
Western Europe,2010,Life expectancy at birth for both sexes (years),80.2255
Western Europe,2010,Life expectancy at birth for males (years),77.3114
Western Europe,2010,Life expectancy at birth for females (years),83.0118
Western Europe,2015,Population annual rate of increase (percent),0.416
Western Europe,2015,Total fertility rate (children per women),1.6676
Western Europe,2015,"Infant mortality for both sexes (per 1,000 live births)",3.4497
Western Europe,2015,Life expectancy at birth for both sexes (years),81.0899
Western Europe,2015,Life expectancy at birth for males (years),78.4134
Western Europe,2015,Life expectancy at birth for females (years),83.6808
Oceania,2005,Population annual rate of increase (percent),1.392
Oceania,2005,Total fertility rate (children per women),2.4582
Oceania,2005,"Infant mortality for both sexes (per 1,000 live births)",25.7001
Oceania,2005,Life expectancy at birth for both sexes (years),74.9104
Oceania,2005,Life expectancy at birth for males (years),72.5937
Oceania,2005,Life expectancy at birth for females (years),77.2347
Oceania,2010,Population annual rate of increase (percent),1.805
Oceania,2010,Total fertility rate (children per women),2.5407
Oceania,2010,"Infant mortality for both sexes (per 1,000 live births)",23.0885
Oceania,2010,Life expectancy at birth for both sexes (years),76.2453
Oceania,2010,Life expectancy at birth for males (years),74.0865
Oceania,2010,Life expectancy at birth for females (years),78.4224
Oceania,2015,Population annual rate of increase (percent),1.557
Oceania,2015,Total fertility rate (children per women),2.4356
Oceania,2015,"Infant mortality for both sexes (per 1,000 live births)",20.4564
Oceania,2015,Life expectancy at birth for both sexes (years),77.3541
Oceania,2015,Life expectancy at birth for males (years),75.3551
Oceania,2015,Life expectancy at birth for females (years),79.3791
Australia and New Zealand,2005,Population annual rate of increase (percent),1.242
Australia and New Zealand,2005,Total fertility rate (children per women),1.8043
Australia and New Zealand,2005,"Infant mortality for both sexes (per 1,000 live births)",5.0247
Australia and New Zealand,2005,Life expectancy at birth for both sexes (years),80.1206
Australia and New Zealand,2005,Life expectancy at birth for males (years),77.6371
Australia and New Zealand,2005,Life expectancy at birth for females (years),82.5737
Australia and New Zealand,2010,Population annual rate of increase (percent),1.741
Australia and New Zealand,2010,Total fertility rate (children per women),1.985
Australia and New Zealand,2010,"Infant mortality for both sexes (per 1,000 live births)",4.5033
Australia and New Zealand,2010,Life expectancy at birth for both sexes (years),81.2801
Australia and New Zealand,2010,Life expectancy at birth for males (years),79.0327
Australia and New Zealand,2010,Life expectancy at birth for females (years),83.5156
Australia and New Zealand,2015,Population annual rate of increase (percent),1.47
Australia and New Zealand,2015,Total fertility rate (children per women),1.9105
Australia and New Zealand,2015,"Infant mortality for both sexes (per 1,000 live births)",3.7498
Australia and New Zealand,2015,Life expectancy at birth for both sexes (years),82.1891
Australia and New Zealand,2015,Life expectancy at birth for males (years),80.154
Australia and New Zealand,2015,Life expectancy at birth for females (years),84.2274
Melanesia,2005,Population annual rate of increase (percent),1.934
Melanesia,2005,Total fertility rate (children per women),4.1731
Melanesia,2005,"Infant mortality for both sexes (per 1,000 live births)",51.4264
Melanesia,2005,Life expectancy at birth for both sexes (years),61.3476
Melanesia,2005,Life expectancy at birth for males (years),60.0241
Melanesia,2005,Life expectancy at birth for females (years),62.7577
Melanesia,2010,Population annual rate of increase (percent),2.197
Melanesia,2010,Total fertility rate (children per women),3.9482
Melanesia,2010,"Infant mortality for both sexes (per 1,000 live births)",48.4307
Melanesia,2010,Life expectancy at birth for both sexes (years),62.7199
Melanesia,2010,Life expectancy at birth for males (years),61.3523
Melanesia,2010,Life expectancy at birth for females (years),64.1795
Melanesia,2015,Population annual rate of increase (percent),1.936
Melanesia,2015,Total fertility rate (children per women),3.7298
Melanesia,2015,"Infant mortality for both sexes (per 1,000 live births)",43.0752
Melanesia,2015,Life expectancy at birth for both sexes (years),64.0677
Melanesia,2015,Life expectancy at birth for males (years),62.7002
Melanesia,2015,Life expectancy at birth for females (years),65.5263
Micronesia,2005,Population annual rate of increase (percent),0.55
Micronesia,2005,Total fertility rate (children per women),3.1304
Micronesia,2005,"Infant mortality for both sexes (per 1,000 live births)",32.6174
Micronesia,2005,Life expectancy at birth for both sexes (years),69.4947
Micronesia,2005,Life expectancy at birth for males (years),67.2833
Micronesia,2005,Life expectancy at birth for females (years),71.8491
Micronesia,2010,Population annual rate of increase (percent),0.211
Micronesia,2010,Total fertility rate (children per women),3.1298
Micronesia,2010,"Infant mortality for both sexes (per 1,000 live births)",30.6398
Micronesia,2010,Life expectancy at birth for both sexes (years),70.6201
Micronesia,2010,Life expectancy at birth for males (years),68.1725
Micronesia,2010,Life expectancy at birth for females (years),73.2419
Micronesia,2015,Population annual rate of increase (percent),0.755
Micronesia,2015,Total fertility rate (children per women),3.0215
Micronesia,2015,"Infant mortality for both sexes (per 1,000 live births)",28.6504
Micronesia,2015,Life expectancy at birth for both sexes (years),71.8177
Micronesia,2015,Life expectancy at birth for males (years),69.1292
Micronesia,2015,Life expectancy at birth for females (years),74.7419
Polynesia,2005,Population annual rate of increase (percent),0.934
Polynesia,2005,Total fertility rate (children per women),3.3257
Polynesia,2005,"Infant mortality for both sexes (per 1,000 live births)",15.5934
Polynesia,2005,Life expectancy at birth for both sexes (years),71.1571
Polynesia,2005,Life expectancy at birth for males (years),68.9886
Polynesia,2005,Life expectancy at birth for females (years),73.5856
Polynesia,2010,Population annual rate of increase (percent),0.337
Polynesia,2010,Total fertility rate (children per women),3.168
Polynesia,2010,"Infant mortality for both sexes (per 1,000 live births)",14.7213
Polynesia,2010,Life expectancy at birth for both sexes (years),72.5551
Polynesia,2010,Life expectancy at birth for males (years),70.4322
Polynesia,2010,Life expectancy at birth for females (years),74.8973
Polynesia,2015,Population annual rate of increase (percent),0.309
Polynesia,2015,Total fertility rate (children per women),2.9447
Polynesia,2015,"Infant mortality for both sexes (per 1,000 live births)",13.2179
Polynesia,2015,Life expectancy at birth for both sexes (years),73.6746
Polynesia,2015,Life expectancy at birth for males (years),71.6373
Polynesia,2015,Life expectancy at birth for females (years),75.8878
Afghanistan,2005,Population annual rate of increase (percent),4.214
Afghanistan,2005,Total fertility rate (children per women),7.1816
Afghanistan,2005,"Infant mortality for both sexes (per 1,000 live births)",84.647
Afghanistan,2005,"Maternal mortality ratio (deaths per 100,000 population)",820.901
Afghanistan,2005,Life expectancy at birth for both sexes (years),56.996
Afghanistan,2005,Life expectancy at birth for males (years),55.79
Afghanistan,2005,Life expectancy at birth for females (years),58.29
Afghanistan,2010,Population annual rate of increase (percent),2.579
Afghanistan,2010,Total fertility rate (children per women),6.4784
Afghanistan,2010,"Infant mortality for both sexes (per 1,000 live births)",72.193
Afghanistan,2010,"Maternal mortality ratio (deaths per 100,000 population)",583.8937
Afghanistan,2010,Life expectancy at birth for both sexes (years),59.632
Afghanistan,2010,Life expectancy at birth for males (years),58.34
Afghanistan,2010,Life expectancy at birth for females (years),61.02
Afghanistan,2015,Population annual rate of increase (percent),3.296
Afghanistan,2015,Total fertility rate (children per women),5.4467
Afghanistan,2015,"Infant mortality for both sexes (per 1,000 live births)",60.1
Afghanistan,2015,"Maternal mortality ratio (deaths per 100,000 population)",396.1373
Afghanistan,2015,Life expectancy at birth for both sexes (years),62.321
Afghanistan,2015,Life expectancy at birth for males (years),60.93
Afghanistan,2015,Life expectancy at birth for females (years),63.79
Albania,2005,Population annual rate of increase (percent),-0.273
Albania,2005,Total fertility rate (children per women),1.9465
Albania,2005,"Infant mortality for both sexes (per 1,000 live births)",21.153
Albania,2005,"Maternal mortality ratio (deaths per 100,000 population)",29.9805
Albania,2005,Life expectancy at birth for both sexes (years),74.822
Albania,2005,Life expectancy at birth for males (years),72.25
Albania,2005,Life expectancy at birth for females (years),77.75
Albania,2010,Population annual rate of increase (percent),-0.92
Albania,2010,Total fertility rate (children per women),1.64
Albania,2010,"Infant mortality for both sexes (per 1,000 live births)",16.781
Albania,2010,"Maternal mortality ratio (deaths per 100,000 population)",30.0993
